,Gender,Age,Debt,BankCustomer,YearsEmployed,PriorDefault,Employed,CreditScore,DriversLicense,ZipCode,Income,Approved,Industry_CommunicationServices,Industry_ConsumerDiscretionary,Industry_ConsumerStaples,Industry_Education,Industry_Energy,Industry_Financials,Industry_Healthcare,Industry_Industrials,Industry_InformationTechnology,Industry_Materials,Industry_Real Estate,Industry_Research,Industry_Transport,Industry_Utilities,Ethnicity_Asian,Ethnicity_Black,Ethnicity_Latino,Ethnicity_Other,Ethnicity_White,Citizen_ByBirth,Citizen_ByOtherMeans,Citizen_Temporary
626,1,22.0,7.835,0,0.165,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
142,1,43.0,0.29,0,1.75,1,1,8,0,100,375,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
309,0,31.75,3.0,0,0.0,0,0,0,0,160,20,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
181,0,21.25,2.335,1,0.5,1,1,4,0,80,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
627,1,36.08,2.54,1,0.0,0,0,0,0,0,1000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
206,0,71.58,0.0,1,0.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
174,1,22.67,10.5,1,1.335,1,0,0,0,100,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
246,1,45.0,8.5,1,14.0,1,1,1,1,88,2000,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
95,0,28.58,3.54,1,0.5,1,0,0,1,171,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
204,1,36.33,2.125,0,0.085,1,1,1,0,50,1187,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
572,1,21.92,0.54,0,0.04,1,1,1,1,840,59,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
385,1,34.0,5.5,0,1.5,0,0,0,1,60,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
560,0,25.0,12.33,1,3.5,1,1,6,0,400,458,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
490,0,47.25,0.75,1,2.75,1,1,1,0,333,892,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
632,0,38.75,1.5,1,0.0,0,0,0,0,76,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
16,1,28.25,0.875,1,0.96,1,1,3,1,396,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
295,0,31.92,3.125,1,3.04,0,1,2,1,200,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
539,1,80.25,5.5,1,0.54,1,0,0,0,0,340,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
176,1,25.0,12.5,1,3.0,1,0,0,1,20,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
580,1,31.67,0.83,1,1.335,1,1,8,1,303,3290,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
158,1,28.0,2.0,1,4.165,1,1,2,1,181,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
178,0,18.42,9.25,1,1.21,1,1,4,0,60,540,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
609,1,47.83,4.165,1,0.085,0,0,0,1,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
213,1,23.08,11.5,1,3.5,1,1,9,0,56,742,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
679,0,20.08,1.25,1,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
534,1,31.83,2.5,1,7.5,1,0,0,1,523,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
587,1,51.58,15.0,1,8.5,1,1,9,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
68,1,19.42,6.5,1,1.46,1,1,7,0,80,2954,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
53,1,34.92,2.5,1,0.0,1,0,0,1,239,200,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
187,1,40.58,5.0,1,5.0,1,1,7,0,0,3065,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
368,0,23.58,11.5,0,3.0,0,0,0,1,20,16,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
645,1,37.33,2.665,1,0.165,0,0,0,1,0,501,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
144,1,27.25,1.665,1,5.085,1,1,9,0,399,827,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
556,1,29.58,4.5,1,7.5,1,1,2,1,330,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
154,1,32.75,1.5,1,5.5,1,1,3,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
561,1,26.75,1.125,1,1.25,1,0,0,0,0,5298,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
369,1,21.42,0.75,0,0.75,0,0,0,1,132,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
124,0,23.5,9.0,1,8.5,1,1,5,1,120,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
296,1,69.17,9.0,1,4.0,0,1,1,0,70,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
658,0,15.75,0.375,1,1.0,0,0,0,0,120,18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
25,0,15.83,0.585,1,1.5,1,1,2,0,100,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
34,0,22.58,10.75,1,0.415,1,1,5,1,0,560,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
237,1,21.33,7.5,1,1.415,1,1,1,0,80,9800,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
394,1,41.17,1.25,0,0.25,0,0,0,0,0,195,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
109,0,19.75,0.75,1,0.795,1,1,5,1,140,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
616,1,22.67,0.75,1,1.585,0,1,1,1,400,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
49,1,23.92,0.665,1,0.165,0,0,0,0,100,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
390,1,15.17,7.0,1,1.0,0,0,0,0,600,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
507,0,24.75,3.0,1,1.835,1,1,19,0,0,500,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
545,1,44.25,11.0,0,1.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
440,1,23.08,0.0,1,1.0,0,1,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
166,1,19.33,9.5,1,1.0,1,0,0,1,60,400,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
450,1,28.46,3.0,0,7.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
39,1,54.58,9.415,1,14.415,1,1,11,1,30,300,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
384,1,22.08,11.46,1,1.585,0,0,0,1,100,1212,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
108,1,40.92,2.25,0,10.0,1,0,0,1,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
24,0,41.17,6.5,1,0.5,1,1,3,1,145,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
577,1,25.17,6.0,1,1.0,1,1,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
266,1,18.33,1.21,0,0.0,0,0,0,0,100,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
510,1,13.75,4.0,0,1.75,1,1,2,1,120,1000,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
520,1,20.42,7.5,1,1.5,1,1,1,0,160,234,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
333,0,25.25,12.5,1,1.0,0,0,0,1,180,1062,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
186,1,40.0,6.5,1,3.5,1,1,1,0,0,500,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
200,0,24.08,0.5,1,1.25,1,1,1,0,0,678,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
643,0,52.5,7.0,1,3.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
530,0,25.33,2.085,1,2.75,1,0,0,1,360,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
442,1,30.58,2.71,0,0.125,0,0,0,1,80,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1,0,58.67,4.46,1,3.04,1,1,6,0,43,560,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
332,1,34.08,2.5,1,1.0,0,0,0,0,460,16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
180,1,47.67,0.29,1,15.0,1,1,20,0,0,15000,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
585,1,73.42,17.75,1,0.0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
3,1,27.83,1.54,1,3.75,1,1,5,1,100,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
405,0,69.5,6.0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
13,1,48.08,6.04,1,0.04,0,0,0,0,0,2690,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
307,1,18.58,10.29,1,0.415,0,0,0,0,80,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
257,1,20.0,0.0,1,0.5,0,0,0,0,144,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
651,0,15.83,7.625,1,0.125,0,1,1,1,0,160,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
610,1,20.0,1.25,0,0.125,0,0,0,0,140,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
188,0,28.67,1.04,1,2.5,1,1,5,1,300,1430,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
280,1,21.17,0.875,0,0.25,0,0,0,0,280,204,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
514,1,22.67,2.54,0,2.585,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
281,1,23.92,0.585,0,0.125,0,0,0,0,240,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
366,0,22.75,6.165,1,0.165,0,0,0,0,220,1000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
654,0,23.58,0.83,1,0.415,0,1,1,1,200,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
682,1,17.08,3.29,1,0.335,0,0,0,1,140,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
104,1,27.83,4.0,0,5.75,1,1,2,1,75,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
540,1,19.42,1.5,0,2.0,1,0,0,1,100,20,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
361,1,23.08,2.5,1,0.085,0,0,0,1,100,4208,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
686,0,22.67,0.75,1,2.0,0,1,2,1,200,394,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
316,1,21.17,0.25,0,0.25,0,0,0,0,280,204,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
64,1,26.67,4.25,1,4.29,1,1,1,1,120,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
111,0,24.5,1.04,0,0.5,1,1,3,0,180,147,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
10,1,22.08,0.83,1,2.165,0,0,0,1,128,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
657,0,38.92,1.665,1,0.25,0,0,0,0,0,390,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
140,0,31.25,3.75,1,0.625,1,1,9,1,181,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
351,1,22.17,0.585,0,0.0,0,0,0,0,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
537,1,35.25,3.165,1,3.75,1,0,0,1,680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
456,1,34.58,0.0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
543,1,36.33,3.79,1,1.165,1,0,0,1,200,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
449,1,20.0,7.0,1,0.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
477,1,39.17,2.5,0,10.0,0,0,0,1,200,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
146,1,23.25,1.5,1,2.375,1,1,3,1,0,582,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
172,1,56.0,12.5,1,8.0,1,0,0,1,24,2028,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
383,0,56.83,4.25,0,5.0,0,0,0,1,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
233,1,27.67,13.75,1,5.75,1,0,0,1,487,500,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
547,1,23.92,1.5,1,1.875,1,1,6,0,200,327,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
672,0,50.25,0.835,1,0.5,0,0,0,1,240,117,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
489,1,45.33,1.0,1,0.125,0,0,0,1,263,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
97,1,28.46,0.5,1,0.835,1,0,0,1,320,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
459,1,25.67,0.29,0,1.5,0,0,0,1,160,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
330,1,20.42,0.0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
201,0,41.33,1.0,1,2.25,1,0,0,1,0,300,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
420,1,35.0,2.5,1,1.0,0,0,0,1,210,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
220,0,50.08,12.54,1,2.29,1,1,3,1,156,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
231,0,47.42,3.0,1,13.875,1,1,2,1,519,1704,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
532,1,43.17,2.25,1,0.75,1,0,0,0,560,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
226,1,18.08,5.5,1,0.5,1,0,0,0,80,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
112,1,24.58,12.5,1,0.875,1,0,0,1,260,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
251,1,41.42,5.0,1,5.0,1,1,6,1,470,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
304,0,24.75,13.665,1,1.5,0,0,0,0,280,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
273,1,38.25,10.125,0,0.125,0,0,0,0,160,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
401,1,28.92,0.375,1,0.29,0,0,0,0,220,140,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
336,1,47.33,6.5,1,1.0,0,0,0,1,0,228,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
674,0,37.33,2.5,1,0.21,0,0,0,0,260,246,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
631,0,27.25,0.29,1,0.125,0,1,1,1,272,108,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
670,1,47.17,5.835,1,5.5,0,0,0,0,465,150,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
147,0,40.33,7.54,0,8.0,1,1,14,0,0,2300,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
88,1,34.0,4.5,1,1.0,1,0,0,1,240,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
215,1,48.17,3.5,1,3.5,1,0,0,0,230,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
249,1,21.83,11.0,1,0.29,1,1,6,0,121,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
222,0,17.58,9.0,1,1.375,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
207,1,28.67,9.335,1,5.665,1,1,6,0,381,168,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
622,0,25.58,0.0,1,0.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
133,1,36.25,5.0,1,2.5,1,1,6,0,0,367,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
380,1,43.17,5.0,1,2.25,0,0,0,1,141,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
630,0,22.92,1.25,1,0.25,0,0,0,1,120,809,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
684,1,40.58,3.29,1,3.5,0,0,0,1,400,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
228,1,19.67,0.375,1,2.0,1,1,2,1,80,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
554,0,22.42,11.25,0,0.75,1,1,4,0,0,321,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
263,0,20.42,10.5,0,0.0,0,0,0,1,154,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
250,1,40.25,21.5,1,20.0,1,1,11,0,0,1200,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
55,1,23.33,11.625,0,0.835,1,0,0,1,160,300,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
235,0,20.67,1.835,1,2.085,1,1,5,0,220,2503,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
184,0,22.42,5.665,1,2.585,1,1,7,0,129,3257,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
484,1,34.67,1.08,1,1.165,0,0,0,0,28,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
687,0,25.25,13.5,0,2.0,0,1,1,1,200,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
356,1,41.17,1.335,1,0.165,0,0,0,0,168,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
214,1,26.67,2.71,0,5.25,1,1,1,0,211,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
285,1,17.58,10.0,1,0.165,0,1,1,0,120,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
516,0,60.92,5.0,1,4.0,1,1,4,0,0,99,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
179,1,20.17,8.17,1,1.96,1,1,14,0,60,158,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
597,0,21.5,6.0,1,2.5,1,1,3,0,80,918,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
36,1,27.25,1.585,1,1.835,1,1,12,1,583,713,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
567,0,25.17,2.875,1,0.875,1,0,0,0,360,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
621,1,22.67,0.165,1,2.25,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
650,1,48.08,3.75,1,1.0,0,0,0,0,100,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
486,1,28.17,0.125,0,0.085,0,0,0,0,216,2100,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
407,0,19.58,0.665,0,1.0,0,1,1,0,2000,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
347,1,26.75,4.5,0,2.5,0,0,0,0,200,1210,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
340,0,39.08,4.0,1,3.0,0,0,0,0,480,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
45,1,54.33,6.75,1,2.625,1,1,11,1,0,284,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
469,1,16.33,4.085,1,0.415,0,0,0,1,120,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
426,0,27.67,2.04,1,0.25,0,0,0,1,180,50,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
107,0,25.0,11.0,0,4.5,1,0,0,0,120,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
579,1,39.08,6.0,1,1.29,1,1,5,1,108,1097,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
240,1,20.5,10.0,0,2.5,1,0,0,0,40,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
90,1,62.5,12.75,0,5.0,1,0,0,0,112,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
290,1,23.0,0.75,1,0.5,0,0,0,1,320,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
247,0,19.67,0.21,1,0.29,1,1,11,0,80,99,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
493,0,20.5,11.835,1,6.0,1,0,0,0,340,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0,1,30.83,0.0,1,1.25,1,1,1,0,202,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
591,1,27.0,0.75,1,4.25,1,1,3,1,312,150,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
164,0,60.58,16.5,1,11.0,1,0,0,1,21,10561,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
22,0,47.75,8.0,1,7.875,1,1,6,1,0,1260,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
319,1,36.75,0.125,0,1.5,0,0,0,1,232,113,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
18,1,21.83,0.25,1,0.665,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
327,1,40.83,3.5,1,0.5,0,0,0,0,1160,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
460,0,24.5,2.415,0,0.0,0,0,0,0,120,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
217,1,55.92,11.5,1,5.0,1,1,5,0,0,8851,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
223,0,18.83,9.54,1,0.085,1,0,0,0,100,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
